response,rt,question_order,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,ip,user_agent,device,browser,browser_version,platform,platform_version,subject_id,study_id,session_id,subj_code,key_assignment,stimulus,success,task
5,749,,html-keyboard-response,1,11,0.0-1.0,8,1,2023-08-01 08:39:53,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,ZCGtow1UxfDA,"[""<br>Did this person comply with the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]","<p style=""text-align:left;""><b>Welcome to the experiment!</b><br>
      <br>
      In this experiment, we will assess <b>reaction times</b>.<br>
      <br>
      Please only start the study if you are in a calm, distraction-free environment and will not be disturbed during the next <b>10 minutes</b>. Turn off any music, TV noise, etc.<br>
      <br>
      When you are ready, press any key to receive further information.",,
,,,fullscreen,2,22,0.0-2.0,8,1,2023-08-01 08:39:53,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,ZCGtow1UxfDA,"[""<br>Did this person comply with the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]",,true,
4,706,,html-keyboard-response,3,37,0.0-3.0,8,1,2023-08-01 08:39:53,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,ZCGtow1UxfDA,"[""<br>Did this person comply with the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]","
        <p style=""text-align:left;"">
          <b>Instructions</b><br>
          <br>
          
          In this experiment, we will present you with several hypothetical rules, and with descriptions of people whose actions may or may not comply with these rules.<br>
          <br>

          In each case, your task will be to decide whether a person's action complied with the rule or not.<br> 
          <br>

          This will be indicated by pressing either the <b>e key</b> or the <b>i key</b> on your keyboard (further instruction will follow).<br>
          <br>

          Please try to make the decision <b>as quickly as possible.</b><br>
          <br>

          There will be <b>8 blocks</b> in this experiment, each block consisting of one rule and several examples of behaviours that may or may not comply with the rule.
          After each block, you will have the opportunity to take a short break.<br>
          <br>

          We expect the whole experiment to take around <b>10 minutes</b>.<br>
          <br>

          Before the actual experiment, there will be some practice trials to help you become familiar with the task.<br>  
          <br>

          Press any key to see further instructions.</p>
        ",,
4,821,,html-keyboard-response,4,103,0.0-4.0,8,1,2023-08-01 08:39:53,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,ZCGtow1UxfDA,"[""<br>Did this person comply with the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]","
        <p style=""text-align:left;"">
          <b>Practice trials</b><br>
          <br>
          
          You will now have the opportunity to complete some practice trials to become familiar with the task.<br>
          <br>

          On the following page, a rule will be presented. Please read carefully and make sure you understand the rule before continuing.<br> 
          <br>

          Afterwards, several examples of behaviours will be shown that may or may not comply with the rule.<br>
          <br>

          Your task will be to indicate whether the person complied with the rule or not, by pressing either the <b>e key</b> or the <b>i key</b> on your keyboard.</b>
          Which key stands for which response will be indicated on screen, along with the examples of behaviours that we ask you to evaluate.
          The key assignment will remain the same throughout the whole experiment.<br>
          <br>

          During the practice trials, you are free to move through the example behaviours <b>at your own pace</b>.<br>
          <br>

          During the main experiment, however, we are going to ask you to respond <b>as quickly as possible</b>. There will be a <b>time limit of 8 seconds</b> to give a response.<br>
          <br>

          Press any key to start the practice trial.</p>
        ",,
9,706,,html-keyboard-response,5,108,0.0-5.0,8,1,2023-08-01 08:39:53,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,ZCGtow1UxfDA,"[""<br>Did this person comply with the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]","<p style=""text-align:left;""><b>A university posted the following rule in a student dormitory: ""No noise after 10 pm"".</b><br>
     <br>
     On the following pages, we will show you several examples of behaviours that may or may not comply with the rule.<br>
     <br>
     Each action will be presented on a separate page.<br>
     <br>
     Press the assigned keys (shown alongside the described actions) to indicate whether or not the person complied with the rule.<br>
     <br>
     You can move through the pages at your own pace during these practice trials. During the main experiment, your task will be to answer as quickly as possible.<br>
     <br>
     Press any key to begin.",,
null,null,,html-keyboard-response,6,122,0.0-6.0-0.0,8,1,2023-08-01 08:39:53,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,ZCGtow1UxfDA,"[""<br>Did this person comply with the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]","<div style=""font-size:60px;"">+</div>",,fixation
e,523,,html-keyboard-response,7,2358,0.0-6.0-1.0,8,1,2023-08-01 08:39:53,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,ZCGtow1UxfDA,"[""<br>Did this person comply with the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]","A university posted the following rule in a student dormitory:<br> ""No noise after 10 pm""<br><br><br><b>A student is knitting a scarf in his room at midnight.</b><br>",,response
null,null,,html-keyboard-response,8,2403,0.0-6.0-0.1,8,1,2023-08-01 08:39:53,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,ZCGtow1UxfDA,"[""<br>Did this person comply with the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]","<div style=""font-size:60px;"">+</div>",,fixation
i,728,,html-keyboard-response,9,2411,0.0-6.0-1.1,8,1,2023-08-01 08:39:53,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,ZCGtow1UxfDA,"[""<br>Did this person comply with the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]","A university posted the following rule in a student dormitory:<br> ""No noise after 10 pm""<br><br><br><b>A student is looking out the window at 11 pm.</b><br>",,response
null,null,,html-keyboard-response,10,2433,0.0-6.0-0.2,8,1,2023-08-01 08:39:53,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,ZCGtow1UxfDA,"[""<br>Did this person comply with the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]","<div style=""font-size:60px;"">+</div>",,fixation
e,426,,html-keyboard-response,11,4389,0.0-6.0-1.2,8,1,2023-08-01 08:39:53,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,ZCGtow1UxfDA,"[""<br>Did this person comply with the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]","A university posted the following rule in a student dormitory:<br> ""No noise after 10 pm""<br><br><br><b>Some students have a loud argument in the hallway at 11 pm.</b><br>",,response
null,null,,html-keyboard-response,12,4393,0.0-6.0-0.3,8,1,2023-08-01 08:39:53,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,ZCGtow1UxfDA,"[""<br>Did this person comply with the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]","<div style=""font-size:60px;"">+</div>",,fixation
e,628,,html-keyboard-response,13,4406,0.0-6.0-1.3,8,1,2023-08-01 08:39:53,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,ZCGtow1UxfDA,"[""<br>Did this person comply with the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]","A university posted the following rule in a student dormitory:<br> ""No noise after 10 pm""<br><br><br><b>A student listens to a podcast with headphones on at 11:30 pm.</b><br>",,response
null,null,,html-keyboard-response,14,4419,0.0-6.0-0.4,8,1,2023-08-01 08:39:53,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,ZCGtow1UxfDA,"[""<br>Did this person comply with the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]","<div style=""font-size:60px;"">+</div>",,fixation
e,595,,html-keyboard-response,15,4425,0.0-6.0-1.4,8,1,2023-08-01 08:39:53,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,ZCGtow1UxfDA,"[""<br>Did this person comply with the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]","A university posted the following rule in a student dormitory:<br> ""No noise after 10 pm""<br><br><br><b>A student drills some holes into the wall to hang pictures at 11:15 pm.</b><br>",,response
null,null,,html-keyboard-response,16,4485,0.0-6.0-0.5,8,1,2023-08-01 08:39:53,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,ZCGtow1UxfDA,"[""<br>Did this person comply with the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]","<div style=""font-size:60px;"">+</div>",,fixation
e,518,,html-keyboard-response,17,4489,0.0-6.0-1.5,8,1,2023-08-01 08:39:53,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,ZCGtow1UxfDA,"[""<br>Did this person comply with the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]","A university posted the following rule in a student dormitory:<br> ""No noise after 10 pm""<br><br><br><b>A student plays his electric guitar in his room at midnight.</b><br>",,response
null,null,,html-keyboard-response,18,4572,0.0-6.0-0.6,8,1,2023-08-01 08:39:53,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,ZCGtow1UxfDA,"[""<br>Did this person comply with the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]","<div style=""font-size:60px;"">+</div>",,fixation
i,571,,html-keyboard-response,19,4612,0.0-6.0-1.6,8,1,2023-08-01 08:39:53,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,ZCGtow1UxfDA,"[""<br>Did this person comply with the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]","A university posted the following rule in a student dormitory:<br> ""No noise after 10 pm""<br><br><br><b>A student is meditating in her room at 11:30 pm.</b><br>",,response
null,null,,html-keyboard-response,20,4630,0.0-6.0-0.7,8,1,2023-08-01 08:39:53,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,ZCGtow1UxfDA,"[""<br>Did this person comply with the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]","<div style=""font-size:60px;"">+</div>",,fixation
i,597,,html-keyboard-response,21,4636,0.0-6.0-1.7,8,1,2023-08-01 08:39:53,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,ZCGtow1UxfDA,"[""<br>Did this person comply with the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]","A university posted the following rule in a student dormitory:<br> ""No noise after 10 pm""<br><br><br><b>A student tests the maximum volume of her new TV at 11:30 pm.</b><br>",,response
null,null,,html-keyboard-response,22,4640,0.0-6.0-0.8,8,1,2023-08-01 08:39:53,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,ZCGtow1UxfDA,"[""<br>Did this person comply with the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]","<div style=""font-size:60px;"">+</div>",,fixation
e,541,,html-keyboard-response,23,4668,0.0-6.0-1.8,8,1,2023-08-01 08:39:53,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,ZCGtow1UxfDA,"[""<br>Did this person comply with the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]","A university posted the following rule in a student dormitory:<br> ""No noise after 10 pm""<br><br><br><b>A group of students practice for a musical audition at 10:45 pm.</b><br>",,response
null,null,,html-keyboard-response,24,4680,0.0-6.0-0.9,8,1,2023-08-01 08:39:53,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,ZCGtow1UxfDA,"[""<br>Did this person comply with the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]","<div style=""font-size:60px;"">+</div>",,fixation
i,984,,html-keyboard-response,25,4793,0.0-6.0-1.9,8,1,2023-08-01 08:39:53,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,ZCGtow1UxfDA,"[""<br>Did this person comply with the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]","A university posted the following rule in a student dormitory:<br> ""No noise after 10 pm""<br><br><br><b>A student reads a novel in bed at 10 pm.</b><br>",,response
null,null,,html-keyboard-response,26,4803,0.0-6.0-0.10,8,1,2023-08-01 08:39:53,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,ZCGtow1UxfDA,"[""<br>Did this person comply with the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]","<div style=""font-size:60px;"">+</div>",,fixation
i,672,,html-keyboard-response,27,4810,0.0-6.0-1.10,8,1,2023-08-01 08:39:53,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,ZCGtow1UxfDA,"[""<br>Did this person comply with the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]","A university posted the following rule in a student dormitory:<br> ""No noise after 10 pm""<br><br><br><b>A student is firmly asleep in her bed at 10:30 pm.</b><br>",,response
null,null,,html-keyboard-response,28,4827,0.0-6.0-0.11,8,1,2023-08-01 08:39:53,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,ZCGtow1UxfDA,"[""<br>Did this person comply with the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]","<div style=""font-size:60px;"">+</div>",,fixation
e,443,,html-keyboard-response,29,4835,0.0-6.0-1.11,8,1,2023-08-01 08:39:53,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,ZCGtow1UxfDA,"[""<br>Did this person comply with the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]","A university posted the following rule in a student dormitory:<br> ""No noise after 10 pm""<br><br><br><b>A student hosts a Karaoke night in her room at 11 pm.</b><br>",,response
m,548,,html-keyboard-response,30,4880,0.0-7.0,8,1,2023-08-01 08:39:53,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,ZCGtow1UxfDA,"[""<br>Did this person comply with the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]","<p style=""text-align:left;"">
      <b>Thanks for completing the practice trials!</b><br>
     <br>
     On the following pages, the main task will begin. It consists of <b>8 blocks</b> like the one you have just completed.<br>
     <br>
     The structure of the task will be identical to the practice trials (including the assignment of the response keys).<br>
     <br>
     The only difference is that we ask you to respond <b>as quickly as possible</b> now.<br>
     <br>
     There will be a <b>time limit of 8 seconds</b> to give a response.<br>
     <br>
     After each block, you will have the opportunity to take a short break.<br>
     <br>
     <b>Please minimize any distractions during the completion of this task (e.g., turn off music, television etc.).</b><br>
     <br>
     Press any key to proceed.",,
7,637,,html-keyboard-response,31,4927,0.0-8.0-0.0-0.0,8,1,2023-08-01 08:39:53,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,ZCGtow1UxfDA,"[""<br>Did this person comply with the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]",Press any key when you are ready to start/continue.,,
i,633,,html-keyboard-response,32,4941,0.0-8.0-0.0-1.0,8,1,2023-08-01 08:39:53,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,ZCGtow1UxfDA,"[""<br>Did this person comply with the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]","<p style=""text-align:left;""><b>To get students to pay attention in class, the headmaster announced: ""Phones may not be used in the classroom"".</b><br>
     <br>
     On the following pages, we will show you several examples of behaviours that may or may not comply with the rule.<br>
     <br>
     Each action will be presented on a separate page.<br>
     <br>
     Press the assigned keys to indicate whether or not the person complied with the rule.<br>
     <br>
     Remember to answer as quickly as possible.<br>
     <br>
     Press any key to begin.",,
null,null,,html-keyboard-response,33,4982,0.0-8.0-0.0-2.0-0.0,8,1,2023-08-01 08:39:53,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,ZCGtow1UxfDA,"[""<br>Did this person comply with the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]","<div style=""font-size:60px;"">+</div>",,fixation
i,694,,html-keyboard-response,34,5055,0.0-8.0-0.0-2.0-1.0,8,1,2023-08-01 08:39:53,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,ZCGtow1UxfDA,"[""<br>Did this person comply with the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]","To get students to pay attention in class, the headmaster announced:<br> ""Phones may not be used in the classroom""<br><br><br><b>A student messages friends on his laptop and pays no attention.</b><br>",,response
null,null,,html-keyboard-response,35,5061,0.0-8.0-0.0-2.0-0.1,8,1,2023-08-01 08:39:53,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,ZCGtow1UxfDA,"[""<br>Did this person comply with the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]","<div style=""font-size:60px;"">+</div>",,fixation
i,707,,html-keyboard-response,36,5079,0.0-8.0-0.0-2.0-1.1,8,1,2023-08-01 08:39:53,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,ZCGtow1UxfDA,"[""<br>Did this person comply with the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]","To get students to pay attention in class, the headmaster announced:<br> ""Phones may not be used in the classroom""<br><br><br><b>A student arrives early to class and takes out her pencil case.</b><br>",,response
null,null,,html-keyboard-response,37,5092,0.0-8.0-0.0-2.0-0.2,8,1,2023-08-01 08:39:53,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,ZCGtow1UxfDA,"[""<br>Did this person comply with the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]","<div style=""font-size:60px;"">+</div>",,fixation
i,481,,html-keyboard-response,38,5146,0.0-8.0-0.0-2.0-1.2,8,1,2023-08-01 08:39:53,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,ZCGtow1UxfDA,"[""<br>Did this person comply with the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]","To get students to pay attention in class, the headmaster announced:<br> ""Phones may not be used in the classroom""<br><br><br><b>A student uses her phone as a paperweight to keep papers together.</b><br>",,response
null,null,,html-keyboard-response,39,5158,0.0-8.0-0.0-2.0-0.3,8,1,2023-08-01 08:39:53,7de71ef55a0e0c7ef1c24111c453a554,134.76.51.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,ZCGtow1UxfDA,"[""<br>Did this person comply with the rule?<br><br><b>Press e for yes&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Press i for no</b>""]","<div style=""font-size:60px;"">+</div>",,fixation
